"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Methylobacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.09865576083721	0.361621063769622	0.438816443504417	0.000604051875649243	0.00556144313097751	0.000604051875649243	0.00378611086344436	NA	"abundance"	64	64
"Modestobacter"	"Reads"	"Reads"	"Reads"	0.475594697120409	-0.0299366818476919	0.135813599737609	0.000651786420300994	0.005949640144286	0.000651786420300994	0.00404915103585219	NA	"abundance"	64	63
"Thermoactinomyces"	"Reads"	"Reads"	"Reads"	-1.23866145346271	-0.0299366818476919	0.322322472910194	0.000662122743128462	0.00599277194628133	0.000662122743128462	0.00407728215505421	NA	"abundance"	64	39
"Friedmanniella"	"Reads"	"Reads"	"Reads"	0.719932146537622	-0.0299366818476919	0.207036857026205	0.000694186054996094	0.00617825588946524	0.000694186054996094	0.00423755313571529	NA	"abundance"	64	64
"Candidatus_Nitrotoga"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.98462887126819	0	0.879849357571101	0.000693326950817269	0.00617825588946524	0.00118985766212262	0.00637618380771051	NA	"prevalence"	64	40
"Kribbella"	"Reads"	"Reads"	"Reads"	-0.544771924015562	-0.0299366818476919	0.139777371647134	0.000708134607557944	0.00619099173393073	0.000708134607557944	0.00424880764534767	NA	"abundance"	64	64
"Amaricoccus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.78611299195348	0	1.11764252160786	0.000705099562943628	0.00619099173393073	0.000705099562943628	0.00424880764534767	NA	"prevalence"	64	27
"Niastella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.86314413320786	0	0.845950790475027	0.000713007474975168	0.00619099173393073	0.00142550657029097	0.00741263416551303	NA	"prevalence"	64	49
"Methylocella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.26397243108135	0.361621063769622	0.433290917539168	0.000758435780146001	0.00653233397738652	0.0015162963354594	0.00776963523717151	NA	"abundance"	64	59
"Legionella"	"Reads"	"Reads"	"Reads"	-0.666428121063358	-0.0299366818476919	0.176565309959814	0.000802996655216546	0.00686080342217017	0.000802996655216546	0.00477714959289843	NA	"abundance"	64	64
"Dongia"	"Reads"	"Reads"	"Reads"	0.400708380706073	-0.0299366818476919	0.116541462773575	0.000810316045862869	0.00686839315064718	0.000810316045862869	0.00478018373273726	NA	"abundance"	64	64
"Candidatus_Koribacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.5370413182693	0.361621063769622	0.300319482989429	0.000825368647465114	0.00694089539758064	0.000825368647465114	0.00482840658767092	NA	"abundance"	64	63
"Planctomyces"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.01398572127755	0.361621063769622	0.448776119836758	0.000861576460685066	0.00718877859384102	0.000861576460685066	0.00499856756529683	NA	"abundance"	64	64
"Marisediminicola"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.04386873100965	0.361621063769622	0.744702949233265	0.000907403691527215	0.00751245846938811	0.000907403691527215	0.00517884058091142	NA	"abundance"	64	57
"Arenimonas"	"Reads"	"Reads"	"Reads"	-0.889967074498434	-0.0299366818476919	0.240155523945001	0.000932678963437721	0.00766231640731912	0.000932678963437721	0.00524401018779678	NA	"abundance"	64	64
"Rhodovastum"	"Reads"	"Reads"	"Reads"	0.621452993409714	-0.0299366818476919	0.183787547856882	0.000940574912403097	0.00766819852249242	0.000940574912403097	0.00524401018779678	NA	"abundance"	64	63
"Escherichia-Shigella"	"Reads"	"Reads"	"Reads"	-1.6341553138688	-0.0299366818476919	0.423281378959683	0.000978638870765151	0.00791807813619077	0.000978638870765151	0.00540948415178847	NA	"abundance"	64	26
"Blastochloris"	"Reads"	"Reads"	"Reads"	0.512993147565086	-0.0299366818476919	0.152738671191435	0.0010300243192788	0.00827117272924631	0.0010300243192788	0.00564903962604467	NA	"abundance"	64	61
"Blastomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.12881672775212	0	0.650194281749628	0.00105990075041339	0.00844756717493655	0.00211867811122605	0.0101177689393244	NA	"prevalence"	64	22
"Haloferula"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.40018364779257	0.361621063769622	0.573313999141383	0.00110620588888095	0.0087513176987026	0.0022111880862933	0.0104882029498506	NA	"abundance"	64	57
"Candidatus_Microthrix"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.56008539814224	0.361621063769622	0.300706170679574	0.00117433708890699	0.00922200008053431	0.00117433708890699	0.00634142028009775	NA	"abundance"	64	64
"Fluviicola"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.3092941526166	0.361621063769622	0.546648757931382	0.00128816326390023	0.0100165357322141	0.00128816326390023	0.00683141783950028	NA	"abundance"	64	47
"Pseudonocardia"	"Reads"	"Reads"	"Reads"	-0.37861212329307	-0.0299366818476919	0.0968693928729085	0.00129427147101643	0.0100165357322141	0.00129427147101643	0.00683141783950028	NA	"abundance"	64	64
"Agrococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.73974877666307	0	1.16886064285352	0.00137674706561294	0.0105781716983786	0.00137674706561294	0.00721251074671854	NA	"prevalence"	64	22
"Lautropia"	"Reads"	"Reads"	"Reads"	0.616333040276032	-0.0299366818476919	0.188139626058865	0.00143620009764992	0.0109046599759106	0.00287033752457935	0.0128743197485075	NA	"abundance"	64	53
"Nitrosospira"	"Reads"	"Reads"	"Reads"	0.638710481611559	-0.0299366818476919	0.197053336382996	0.00144652360572908	0.0109046599759106	0.00289095478091623	0.0128743197485075	NA	"abundance"	64	63
"Rickettsia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.35638151264662	0	0.739945367040824	0.00144987052114167	0.0109046599759106	0.00289763891775526	0.0128743197485075	NA	"prevalence"	64	19
"Aquabacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.81143015808191	0.361621063769622	0.630165626570439	0.00148685534219945	0.0111046259123707	0.00148685534219945	0.00767479742811773	NA	"abundance"	64	55
"Azospira"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.34178005762937	0	0.737933988618049	0.00150650489934044	0.0111499713671198	0.00301074024166915	0.0132736017511576	NA	"prevalence"	64	39
"Plantibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.06759462027665	0	0.651821950912844	0.00151380697400035	0.0111499713671198	0.00302532233644617	0.0132736017511576	NA	"prevalence"	64	38
"Steroidobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.734243741977475	0.361621063769622	0.296211354318012	0.00155477012146247	0.0113732499296021	0.00155477012146247	0.00790904800917863	NA	"abundance"	64	63
"Burkholderia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.64102091697566	0.361621063769622	0.356602960900046	0.00166264984699311	0.0119175170240848	0.00166264984699311	0.00833700137563686	NA	"abundance"	64	64
"Illumatobacter"	"Reads"	"Reads"	"Reads"	-0.64490126926422	-0.0299366818476919	0.176103202891577	0.00164480589724171	0.0119175170240848	0.00328690640804382	0.0140695627954071	NA	"abundance"	64	37
"Terrimonas"	"Reads"	"Reads"	"Reads"	-0.924493886836645	-0.0299366818476919	0.268757251099456	0.00165360423178145	0.0119175170240848	0.00165360423178145	0.00833700137563686	NA	"abundance"	64	62
"Azospira"	"Reads"	"Reads"	"Reads"	2.36040830013277	0	0.751914121746305	0.00169410172901167	0.0120620043105631	0.0033853334773551	0.0144030551582017	NA	"prevalence"	64	39
"Rhodoplanes"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.818973184571032	0.361621063769622	0.315947785271486	0.00173700096668529	0.0122855432610589	0.00173700096668529	0.00864804736605016	NA	"abundance"	64	64
"Acidicaldus"	"Reads"	"Reads"	"Reads"	0.673187804055147	-0.0299366818476919	0.211893083281381	0.00177223103965068	0.0123708676493263	0.00354132127644346	0.0146540731866843	NA	"abundance"	64	62
"Rhodobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.64238618453957	0	0.844871993615514	0.00176265022204429	0.0123708676493263	0.00352219350828331	0.0146540731866843	NA	"prevalence"	64	18
"Nocardioides"	"Reads"	"Reads"	"Reads"	-0.513087286819891	-0.0299366818476919	0.143800223374127	0.0018599223021623	0.012898681939671	0.0018599223021623	0.00919482715576009	NA	"abundance"	64	64
"Rubritepida"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	5.92300324381667	0	1.90834915717902	0.0019109671829306	0.0131671803314186	0.0019109671829306	0.0093811116252957	NA	"prevalence"	64	24
"Asticcacaulis"	"Reads"	"Reads"	"Reads"	0.430402275001228	-0.0299366818476919	0.137446450137661	0.00192534367722688	0.0131811990210148	0.00192534367722688	0.00938605042648105	NA	"abundance"	64	64
"Aeromicrobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.84068556426796	0.361621063769622	0.7180869550908	0.00199222227751751	0.0134664138758778	0.00199222227751751	0.00964510371598131	NA	"abundance"	64	63
"Talaromyces_phialosporus"	"Reads"	"Reads"	"Reads"	-1.93136765296518	0	0.62457764634494	0.00198626805657018	0.0134664138758778	0.00396859085234782	0.0160665520279542	NA	"prevalence"	64	29
"Aminobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	5.48928072421845	0	1.77894643591019	0.00203079087079877	0.0136407839623465	0.00405745763003662	0.0160922895835351	NA	"prevalence"	64	56
"Pseudomonas"	"Reads"	"Reads"	"Reads"	0.58810560914879	-0.0299366818476919	0.188729617536512	0.0020704445967153	0.0138202176830746	0.0020704445967153	0.00995515141708314	NA	"abundance"	64	64
"Devosia"	"Reads"	"Reads"	"Reads"	0.262716287217481	-0.0299366818476919	0.0845953611398521	0.00226994181145671	0.0150577506499116	0.00226994181145671	0.0106946251788095	NA	"abundance"	64	64
"Acidibacter"	"Reads"	"Reads"	"Reads"	0.272933844669973	-0.0299366818476919	0.0887068479851478	0.00232674648712439	0.0153392916558571	0.00232674648712439	0.0108891735597422	NA	"abundance"	64	64
"Amaricoccus"	"Reads"	"Reads"	"Reads"	1.63092025606087	0	0.537069264945503	0.00239180392266268	0.0156714514687346	0.00239180392266268	0.0111195122762199	NA	"prevalence"	64	27
"Sorangium"	"Reads"	"Reads"	"Reads"	0.555072132613511	-0.0299366818476919	0.181658280804991	0.002452042550493	0.0158324365097341	0.002452042550493	0.0112505481728502	NA	"abundance"	64	64
"Telmatobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.63721640769187	0.361621063769622	0.374953857724808	0.00243426618381807	0.0158324365097341	0.00243426618381807	0.0112424661910545	NA	"abundance"	64	63
"Intestinibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.55550871733201	0	1.1741658101353	0.00246084687323583	0.0158324365097341	0.00491563797913814	0.0191709881186387	NA	"prevalence"	64	55
"Bryocella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.79694467924092	0	0.92703635619587	0.00255220784093614	0.0163219040366455	0.00509790191700895	0.0194496040529363	NA	"prevalence"	64	54
"Aciditerrimonas"	"Reads"	"Reads"	"Reads"	-0.618723842243701	-0.0299366818476919	0.182742730185552	0.00261794661836162	0.016544183363374	0.00522903959222664	0.019629870554776	NA	"abundance"	64	56
"Micromonospora"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.20833222547706	0.361621063769622	0.775766279855693	0.00260288752582542	0.016544183363374	0.00519900002817874	0.019629870554776	NA	"abundance"	64	53
"Flavisolibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.41402231144691	0.361621063769622	0.432764345897022	0.00272358748383837	0.016911578097322	0.00272358748383837	0.0124153143743801	NA	"abundance"	64	64
"Lautropia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.69039207607615	0.361621063769622	0.396749932695275	0.00271496964933908	0.016911578097322	0.00542256823848132	0.0200806520452256	NA	"abundance"	64	53
"Bacteriovorax"	"Reads"	"Reads"	"Reads"	3.60835291989877	0	1.20293275865675	0.00270307945053714	0.016911578097322	0.00539885226255837	0.0200806520452256	NA	"prevalence"	64	47
"Candidatus_Solibacter"	"Reads"	"Reads"	"Reads"	0.371940395413292	-0.0299366818476919	0.121868201437235	0.00286216150752435	0.0176692976302659	0.00286216150752435	0.0128743197485075	NA	"abundance"	64	64
"Sporosarcina"	"Reads"	"Reads"	"Reads"	0.75605409743999	-0.0299366818476919	0.249104580628474	0.00289195437945918	0.0177506165359909	0.0057755453587855	0.0211168377180595	NA	"abundance"	64	57
"Rhodoligotrophos"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	4.80032040116779	0	1.61478413111696	0.00295162084061083	0.0180133203301278	0.00589452961563493	0.0214402061667136	NA	"prevalence"	64	54
"Rhodococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.42773983105058	0.361621063769622	0.641703562252802	0.00303353544438695	0.018408044628439	0.00605786855148154	0.0219207408409281	NA	"abundance"	64	62
"Advenella"	"Reads"	"Reads"	"Reads"	1.81156291379046	0	0.612566867022666	0.00310314922133101	0.0187240868270142	0.00619666890757217	0.0223080080672598	NA	"prevalence"	64	42
"Bacillus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.21152458064392	0.361621063769622	0.49034974483051	0.00312234657602646	0.0187340794561588	0.00312234657602646	0.0136142068097551	NA	"abundance"	64	64
"Bosea"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	4.45941559613721	0.361621063769622	0.446951505982385	0.00316374344443274	0.0188764134003026	0.00631747761628329	0.0225243183324697	NA	"abundance"	64	63
"Labrys"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.13074439434161	0.361621063769622	0.20499979923976	0.00323417446389384	0.0191894351524368	0.00323417446389384	0.0140147560102066	NA	"abundance"	64	64
"Rhodopseudomonas"	"Reads"	"Reads"	"Reads"	0.4742366073222	-0.0299366818476919	0.16076296529499	0.00327883905897409	0.0192464279491594	0.00327883905897409	0.0140695627954071	NA	"abundance"	64	63
"Candidatus_Rhabdochlamydia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.92476658441331	0	0.654634138849212	0.00327982199133615	0.0192464279491594	0.00654888675037746	0.0231021030088692	NA	"prevalence"	64	40
"Low Abundance OTU Group"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.76126583673951	0	0.600585607733547	0.00336157411668744	0.0195333288279643	0.0067118480528329	0.0233510917519742	NA	"prevalence"	64	26
"Parvibaculum"	"Reads"	"Reads"	"Reads"	5.74764896412158	0	1.96015804547846	0.00336529260706501	0.0195333288279643	0.00671926001979886	0.0233510917519742	NA	"prevalence"	64	58
"Niastella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.27481149820263	0.361621063769622	0.601742731466053	0.00340256959642458	0.0196429423188187	0.00142550657029097	0.00741263416551303	NA	"abundance"	64	49
"Truepera"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	5.23762215873371	0	1.79017741775344	0.00343620429020745	0.0197304633437718	0.00343620429020745	0.0145314181429255	NA	"prevalence"	64	20
"Novosphingobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.07322675032056	0.361621063769622	0.353108289654927	0.00349357895515632	0.0197414937783437	0.00349357895515632	0.0146540731866843	NA	"abundance"	64	63
"Sclerotinia_borealis"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.87144345025842	0.361621063769622	0.666444242729753	0.00348560154940108	0.0197414937783437	0.00695905368064097	0.0239473317833822	NA	"abundance"	64	25
"Leptothrix"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.85235060376127	0	0.634053896792032	0.00348417047900851	0.0197414937783437	0.00695620151409023	0.0239473317833822	NA	"prevalence"	64	25
"Sphingobium"	"Reads"	"Reads"	"Reads"	0.446546945735949	-0.0299366818476919	0.152497726244292	0.00351307601937643	0.0197471852036528	0.00701381033563495	0.0240180236859304	NA	"abundance"	64	62
"Fictibacillus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.26006974173703	0	1.11810174148423	0.00354870718196058	0.0198430328289733	0.00354870718196058	0.0146540731866843	NA	"prevalence"	64	19
"Incertae_Sedis"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.80982827497367	0	0.623253123340151	0.00368614738598773	0.0205041948345567	0.00368614738598773	0.0151326050582654	NA	"prevalence"	64	34
"Rhodomicrobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.38746487786236	0.361621063769622	0.542942807583904	0.00373673620893315	0.0206778977779306	0.00373673620893315	0.0152510977829714	NA	"abundance"	64	37
"Parvibaculum"	"Reads"	"Reads"	"Reads"	0.413821177760621	-0.0299366818476919	0.142671622906607	0.00376754610360462	0.0207409239105657	0.00671926001979886	0.0233510917519742	NA	"abundance"	64	58
"Adhaeribacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.0068002126274	0	0.69324056435553	0.00379387230740774	0.0207787467913408	0.00757335114773056	0.0254377631852002	NA	"prevalence"	64	46
"Blastomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.95861997103176	0.361621063769622	0.68946780943824	0.00381355013039157	0.02077995683295	0.00211867811122605	0.0101177689393244	NA	"abundance"	64	22
"Catenulispora"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	4.11761070610108	0	1.42837895451917	0.00394262865339659	0.0213742507706982	0.00786971298609459	0.0259576855902287	NA	"prevalence"	64	20
"Ktedonobacter"	"Reads"	"Reads"	"Reads"	-0.645934902432742	-0.0299366818476919	0.202707593050041	0.00398230776761258	0.0213889233854326	0.00398230776761258	0.0160665520279542	NA	"abundance"	64	64
"Polymorphobacter"	"Reads"	"Reads"	"Reads"	3.00180374200365	0	1.04254061142281	0.00398538928249165	0.0213889233854326	0.0079548952372503	0.0259679827003026	NA	"prevalence"	64	51
"Afipia"	"Reads"	"Reads"	"Reads"	0.375421637231585	-0.0299366818476919	0.130476666692303	0.00401912796997835	0.0214621433596844	0.00401912796997835	0.0160922895835351	NA	"abundance"	64	63
"Microbacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.80619794172039	0.361621063769622	0.776903224837463	0.00405591372862012	0.0215508251849069	0.00405591372862012	0.0160922895835351	NA	"abundance"	64	63
"Polycyclovorans"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.54740285218063	0.361621063769622	0.607381442867977	0.00419114404242189	0.0221591180064682	0.00836472239645944	0.0269359409280483	NA	"abundance"	64	40
"Umezawaea"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.72253213540759	0	0.605422708434997	0.00443873561667731	0.0233525597961151	0.00885776885947987	0.0281364422595243	NA	"prevalence"	64	33
"Arthrobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.11148985871382	0.361621063769622	0.47673916333896	0.00455544121630491	0.0238490746030081	0.00455544121630491	0.0179658412013823	NA	"abundance"	64	64
"Williamsia"	"Reads"	"Reads"	"Reads"	3.65035011129243	0	1.28892210295771	0.00462440770332859	0.0240920362300241	0.00922743026005057	0.0291786308223221	NA	"prevalence"	64	57
"Acidicapsa"	"Reads"	"Reads"	"Reads"	4.64978214595889	0	1.64534619131732	0.0047130240558648	0.0244345130663282	0.00940383551597844	0.0296031055256362	NA	"prevalence"	64	58
"bacterium_enrichment_culture_clone_heteroC45_4W"	"Reads"	"Reads"	"Reads"	-0.930684198708973	-0.0299366818476919	0.290179703529027	0.00479195804226676	0.0246048614862543	0.00956095322265467	0.0299633444745695	NA	"abundance"	64	29
"Solirubrobacter"	"Reads"	"Reads"	"Reads"	0.406401054481617	-0.0299366818476919	0.144678863502165	0.00477937909816033	0.0246048614862543	0.00477937909816033	0.018743710206193	NA	"abundance"	64	64
"Mucilaginibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.12584959977751	0.361621063769622	0.509242193693508	0.00497994146229018	0.0253033526620268	0.00497994146229018	0.0191767626686147	NA	"abundance"	64	64
"Streptomyces"	"Reads"	"Reads"	"Reads"	-0.42367136694127	-0.0299366818476919	0.130009077053822	0.00496197042519034	0.0253033526620268	0.00496197042519034	0.0191767626686147	NA	"abundance"	64	64
"Alkanindiges"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	5.77418140042904	0	2.05699635305892	0.00499907061019443	0.0253033526620268	0.00499907061019443	0.0191767626686147	NA	"prevalence"	64	22
"Fodinicola"	"Reads"	"Reads"	"Reads"	-0.533527917298574	-0.0299366818476919	0.154977815163214	0.00514741389949605	0.0259313115314235	0.0102683319291394	0.0317549295782196	NA	"abundance"	64	22
"Caulobacter"	"Reads"	"Reads"	"Reads"	0.408743442958995	-0.0299366818476919	0.146928655178343	0.00520770752775468	0.0261118856321221	0.00520770752775468	0.019629870554776	NA	"abundance"	64	63
"Nevskia"	"Reads"	"Reads"	"Reads"	2.47070055691274	0	0.887815788221092	0.00538757828147834	0.0268875402084994	0.0107461305632176	0.0330867704183279	NA	"prevalence"	64	47
